fid,objtype,lokalid,navnerom,versjonid,datafangstdato,oppdateringsdato,datauttaksdato,opphav,kommunenummer,navn,Turnover_capita_retail_Omsetning
"162",Kommune,999ff9a4-33de-4ba7-9d39-d27f89752f55,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3419",,"39023"
"163",Kommune,f6ea4e51-d376-4c6f-9c95-c83bbe83013a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3007",,"110704"
"164",Kommune,3fbfd0ea-2fc2-4d12-b05a-d3f70913a69e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4202",,"111694"
"165",Kommune,ba7a7903-d55a-4b0e-864a-fe8a2b8bb244,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190222000000",,,"3020",,"101641"
"166",Kommune,ca889b1d-f767-4afc-afed-be95e29ae4fa,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190225000000",,,"3025",,"126960"
"167",Kommune,9f3d9ee1-a622-4515-ac6c-b5b10ebde6f3,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4204",,"116785"
"168",Kommune,8520c379-9da9-4a14-92ad-5fd4cd6d5446,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190315000000",,,"4621",,"106257"
"169",Kommune,9d8a9163-f623-4bc9-8a32-669b75915d5a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1848",,"72660"
"170",Kommune,5bf20af1-5430-45a8-b4df-6c50bc30ebb1,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200917000000",,,"1124",,"73393"
"171",Kommune,778af2cb-3c48-4c6c-9841-6a35f2288fb9,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5028",,"61822"
"172",Kommune,d4fdef3f-f8d2-414c-ae44-be9fa4bf1e9a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4617",,"92078"
"173",Kommune,a98555c9-41fd-453a-bdd5-560fe23930d0,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4612",,"31901"
"174",Kommune,716abf9b-ecff-411a-a0f9-542e7e0debba,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"5001",,"107906"
"175",Kommune,17af92d9-02dd-497f-8668-9168a3bd6f79,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5045",,"101123"
"176",Kommune,5f22812b-9f2b-47e8-b4bf-1d80620f4bf2,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4634",,"50382"
"177",Kommune,ad422879-e9f4-4f48-8110-dd294c127405,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5419",,"55272"
"178",Kommune,38bc1c6e-d1f2-4979-8988-2549f38f776f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4641",,"89021"
"179",Kommune,d0289985-41ff-4f2a-8eb1-2b41d9f6879c,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1525",,"72597"
"180",Kommune,3f2b552c-2a55-4fb4-b9a8-cea2a2e45406,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1833",,"106150"
"181",Kommune,93a8d91b-ec0e-42dd-a5fd-840c209e8c1f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4640",,"103894"
"182",Kommune,4ad19919-9e2b-4d0c-b9f0-c0c9d78f3b93,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1837",,"83046"
"183",Kommune,c743b3fd-d65d-4361-8197-ed3a8e8d7ab1,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1867",,"77412"
"184",Kommune,917cb247-d8f1-46ef-8fc5-decc2cdde6fe,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1130",,"84973"
"185",Kommune,64484c75-ecbe-4b32-bbd5-57022e2bb425,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5423",,"54432"
"186",Kommune,58ff3e34-807b-4395-999d-9f9b03ac38b1,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1822",,"27620"
"187",Kommune,2f8abeb3-f180-4800-84a3-df6653fc9468,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"0301",,"111526"
"188",Kommune,5ffa97f4-1123-4da4-83ec-ba1095b48a4a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4650",,"85771"
"189",Kommune,0c229077-33b4-4815-b172-29b67cd43b1c,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1134",,"62719"
"190",Kommune,b4566a47-7868-430f-9a36-412c6e9dc702,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1112",,"65417"
"191",Kommune,4f8bca1c-fdfc-4f15-a31e-aea68932cc0b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1111",,"54252"
"192",Kommune,7b7fda38-64a8-4197-a54c-5244f4dc4d64,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1145",,"26767"
"193",Kommune,8d1e0a0a-5bd0-4a21-8e5b-bd3cb2a0d4b7,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"5421",,"116586"
"194",Kommune,551c1982-1434-450e-a8fe-2b79cd62b1db,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4633",,"40316"
"195",Kommune,8fe8934c-b2c2-496d-ae64-2cf37495742b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4614",,"113830"
"196",Kommune,8b91f9f4-22f8-49e8-8b11-32c005e534aa,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5418",,"97103"
"197",Kommune,76285d74-fed7-4c42-82d8-792dcaaf2c3e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1838",,"50030"
"198",Kommune,3992cb86-5b7f-4a9d-987b-ea997025b24d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000","20211101000000","Matrikkelen, Kommunegrenser-SOSI (MAT0016)","4619",,"84614"
"199",Kommune,dbd6250b-1b53-4c6f-8e41-f1b7ba4d3e91,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3048",,"69531"
"200",Kommune,624b7261-5dde-4188-be99-c419d90d514f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190222000000",,,"3005",,"109505"
"201",Kommune,9e5777cd-53da-45e1-9d53-43a0f08d9fc1,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4635",,"61027"
"202",Kommune,8a7ad424-0adc-4925-9e04-cf17bd2b4357,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4638",,"61877"
"203",Kommune,3f60ce31-325d-4d4a-b023-57ce48f695ec,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1560",,"73641"
"204",Kommune,340fff7f-b153-4a87-814d-12ca4f2d1682,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5047",,"37084"
"205",Kommune,9e24b188-830d-4fb1-8c27-f3428af8a6b4,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5422",,"72904"
"206",Kommune,fb9dc1cb-77dd-40c8-a453-59f870980e7d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5031",,"45257"
"207",Kommune,24f92d31-e356-4e57-97a7-5bf1776ddd0a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1840",,"77601"
"208",Kommune,351ba144-37bc-4d7b-a5bf-a3b2ddcb87a2,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1133",,"51955"
"209",Kommune,c0109514-1ba9-49a2-9063-15e89cb03e55,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5014",,"83203"
"210",Kommune,774b068a-acd2-4a85-9543-333ffaa70855,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1120",,"96948"
"211",Kommune,32b7a1d8-b69c-4fe9-b2e1-faef314947cd,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1875",,"65922"
"212",Kommune,2fc1366b-c2f5-45d5-a453-824adcc41d07,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5022",,"60711"
"213",Kommune,0134921c-0ff3-4188-bc05-acfdb5f313a5,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5053",,"39145"
"214",Kommune,cefd118d-0c98-483d-a9a4-965b0996c479,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1563",,"97503"
"215",Kommune,4cfc3ece-65b6-4c17-adde-b3bede393630,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5021",,"126587"
"216",Kommune,b6c5a7ed-eb81-4e9d-81b3-a09b2393bed3,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1119",,"50924"
"217",Kommune,b74c8d85-746e-4b76-a925-fc8d98f46a76,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1868",,"89235"
"218",Kommune,ff08a39d-37f4-4543-b0f7-64d45dc88323,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3046",,"92779"
"219",Kommune,64df1997-a4cd-446e-a1bc-d36f24fa554f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20170103000000",,,"5426",,"45466"
"220",Kommune,8b023c74-4db4-48f9-8a5c-a3124c75da14,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4219",,"177723"
"221",Kommune,911b4d14-99b3-46e1-94a8-62bf2e07c4ab,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5007",,"121858"
"222",Kommune,837791de-4014-4e8a-a3de-ac2044befe2c,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200917000000",,,"1103",,"91836"
"223",Kommune,48e19a67-f1f2-44f2-9f3d-9227a699776f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"1506",,"106902"
"224",Kommune,efe40656-9764-4926-ac55-d04d4665f3ef,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190318000000",,,"1507",,"115633"
"225",Kommune,62e7e196-7c17-4a39-b979-412249ead977,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"5055",,"77361"
"226",Kommune,1c5f2a65-7542-4701-8679-dd0431ed6a94,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4205",,"86564"
"227",Kommune,59dd3930-9f65-49b2-9a3a-3d6c4c03a83b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5428",,"99292"
"228",Kommune,68e7bac8-f3ff-4cca-b98b-4e69782d6a2d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1827",,"73473"
"229",Kommune,926f576c-0db6-4b98-805f-2932ba914baf,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3811",,"74606"
"230",Kommune,41b31bfc-b149-4d47-afe7-83190cd1f2bf,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1539",,"89619"
"231",Kommune,18a50d4c-a5ab-47ae-bf7d-54391c67637d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3453",,"116300"
"232",Kommune,85253364-c56c-4140-bd1e-fd77ad3474d5,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4207",,"77529"
"233",Kommune,324a56a6-94b2-4511-aa96-f2a4bbd6fc22,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5435",,"95186"
"234",Kommune,9d7b1475-dfc8-46ad-b70a-f722278f78dc,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5405",,"101252"
"235",Kommune,d4f05891-b2e5-486d-952e-a4f45c994732,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"3802",,"90325"
"236",Kommune,50f079ae-e2a0-4283-8985-e5c1c247b110,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"3803",,"131182"
"237",Kommune,f19e7d46-1a86-4cbb-b262-3fdfeb7a31ab,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190222000000",,,"3014",,"81005"
"238",Kommune,ee718989-7390-42d1-96fd-29b5e2615439,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4203",,"125022"
"239",Kommune,9a0f1628-27c8-4a16-8f6b-506f3d3c6620,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1865",,"114745"
"240",Kommune,940e4992-3450-4448-97b7-ff992b2950fa,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1106",,"141073"
"241",Kommune,0ed5809d-d04a-45cf-b3ba-04998790444e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4639",,"77455"
"242",Kommune,63b2a030-fa63-4355-b563-706279f9c240,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"5059",,"105054"
"243",Kommune,92691e1b-3b86-40ad-851e-f3899f43508e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"1578",,"76959"
"244",Kommune,41bd2013-db58-4f41-ba1e-d47a61c39088,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"1108",,"111717"
"245",Kommune,6275c2e1-b61c-4ad6-8322-a043201c9820,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"5057",,"87837"
"246",Kommune,46f06c02-ffdb-482f-b1c1-3b0ca7282eca,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4647",,"121122"
"247",Kommune,87eebee0-8d8d-4e4a-88d3-99170ede0bf2,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1870",,"147347"
"248",Kommune,92e7f845-3aa8-4438-aded-734347959e15,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1557",,"36936"
"249",Kommune,fcdbda7d-52e8-4075-b100-5f35c56a9439,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4611",,"95797"
"250",Kommune,2a9247bd-d002-420e-93f2-dd7dddc3bb59,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1866",,"67734"
"251",Kommune,a7321f05-33bb-4df6-99e2-0787142b8e83,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1149",,"90352"
"252",Kommune,607b4a39-83e8-407c-8e38-fffb0f3c288b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1857",,"53275"
"253",Kommune,2f105ea7-e1dc-48e5-af76-09dbb920db0d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5401",,"106131"
"254",Kommune,4c57eb86-6eb4-424d-9909-3473ac61918d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3049",,"125895"
"255",Kommune,1765b21a-d1ef-48b5-88c4-b0bc1742f123,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3047",,"76315"
"256",Kommune,5feb1d14-3304-4366-a03b-3113d40ff962,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3413",,"54994"
"257",Kommune,28acd8cd-ec05-4746-92cc-4aeee880239b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3443",,"67198"
"258",Kommune,303d1b06-2b89-4688-ae96-85a61b00985f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190222000000",,,"3002",,"118091"
"259",Kommune,f24feed6-3165-4023-abc7-de6b844810a6,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3436",,"129087"
"260",Kommune,75c667c6-5e04-48ed-9bfe-1da57bf18390,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3448",,"102711"
"261",Kommune,73c8e158-0d23-4143-9024-9aa56c24c31c,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3427",,"135971"
"262",Kommune,29818c5a-4baa-4ca9-98a5-8b78ab00877a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5439",,"69069"
"263",Kommune,617485c7-dd5e-42b7-9888-e94513444835,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1514",,"30364"
"264",Kommune,42b6831f-ee82-4c75-9d14-1d49ff1e1de1,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20070103000000",,,"5432",,"62273"
"265",Kommune,38b30a93-d01a-4939-8aa5-9190ced93162,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3814",,"106570"
"266",Kommune,b80d311a-3d78-457f-bb5c-0e023679b13a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4225",,"158141"
"267",Kommune,6ca26978-f7bf-4582-91a3-d09bb73f71e3,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"3817",,"139668"
"268",Kommune,6a3369f7-2b15-4719-bf18-6ce46e416d80,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"1806",,"97149"
"269",Kommune,4bc90772-e7f1-4511-ab57-566117d456cf,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4602",,"91661"
"270",Kommune,778bf04f-6b8c-4c43-8c9d-de7f6777635b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"5406",,"97396"
"271",Kommune,7ae4b5f6-2220-47aa-b746-27e822396a5a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"1577",,"100267"
"272",Kommune,383eb054-bb62-4e65-8707-28f905a2d995,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200108000000",,,"5412",,"63136"
"273",Kommune,543ac82b-d449-4fbe-bd93-8eaf7e16ef8c,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4624",,"82920"
"274",Kommune,468e68cb-c1f3-4bf8-bb58-23ef6d0aab9e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5444",,"106524"
"275",Kommune,5e2d6b0d-ad7d-4de9-88ff-f57f591aaef8,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4651",,"100362"
"276",Kommune,d73265d8-64ac-4a5c-804f-f2e727d748d6,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190304000000",,,"1579",,"61520"
"277",Kommune,fc39e78f-5259-4503-be78-1ced36f9d057,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20060101000000",,,"1160",,"65443"
"278",Kommune,a928078f-8e99-4f8f-9c17-02ecc41364eb,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5429",,"65723"
"279",Kommune,c1c3768f-f923-4e6a-b0d1-8b4459baee61,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1511",,"73689"
"280",Kommune,75299d27-bbbd-4e35-89ce-a22f906be1a9,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4632",,"92619"
"281",Kommune,bc30051b-5209-4be5-b1fa-4bd6d17cf477,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5414",,"33010"
"282",Kommune,6373f185-3ea5-4843-96cf-90c46ae7d8fe,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1820",,"128822"
"283",Kommune,c55aac2c-1107-4ed4-b107-0abf90c820db,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5403",,"115485"
"284",Kommune,3a7a9b3e-a6a9-4ef7-bc4e-0f1083a8de1a,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5416",,"68710"
"285",Kommune,582a15e4-d853-4501-8d37-057432110a8d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4644",,"53008"
"286",Kommune,7f607a8b-adf6-4512-9f75-2c2a95a9ee8f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1824",,"109859"
"287",Kommune,148308fc-f444-442d-8617-b4f3b7d51892,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5438",,"88803"
"288",Kommune,8fb10503-5db3-4a0d-899d-a26c776c194e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1566",,"109858"
"289",Kommune,312ece6e-6f7a-4c85-94bc-a529b5bdc24d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5032",,"61235"
"290",Kommune,a3652f85-96d3-42cf-a8e5-aae2c889f330,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5038",,"79168"
"291",Kommune,fb0a6748-d430-428f-9a0b-c2c3b63f6789,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5402",,"114797"
"292",Kommune,c78c38f7-7090-45ba-8ec5-7f642bc86fc1,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5425",,"28482"
"293",Kommune,20f6d491-f96b-413f-bb5e-cd0a2b92b69f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5029",,"33653"
"294",Kommune,1a028be5-a934-4aed-a178-2b87a8f7c945,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5036",,"63266"
"295",Kommune,f1b48c72-2140-4129-b2d3-b2f857651f3d,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4629",,"35652"
"296",Kommune,4cf12380-708e-4879-b161-8d09ae2bfda3,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20211115000000",,,"1853",,"34011"
"297",Kommune,6de61215-35a5-49a9-b71b-32223dff8843,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3805",,"90313"
"298",Kommune,ecbd9c3f-4780-4581-92a6-21d443226bac,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5436",,"108674"
"299",Kommune,c7da53d0-cd0f-416c-92fb-fb15d796a9b5,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5430",,"48716"
"300",Kommune,b8774162-90dd-4039-acb2-a4a6db46fcbc,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"4626",,"82798"
"301",Kommune,35b9a8e2-32dc-4301-a739-d290d69ea19c,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1573",,"100696"
"302",Kommune,221267b1-71d7-4d04-ba93-f667ceda7152,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1815",,"79107"
"303",Kommune,ac286f86-e44c-40d1-b26f-fc83a2501dc1,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1835",,"58410"
"304",Kommune,bdab5901-1ded-42b7-9144-0247aab8993e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3816",,"59087"
"305",Kommune,a458efe0-b6bf-420c-9c13-5200e0a93adb,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1859",,"39947"
"306",Kommune,e294e1ca-10fc-471e-885f-27fc5e027620,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5424",,"65221"
"307",Kommune,f410cc5f-ea29-466d-9c55-63238967adcc,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5440",,"66078"
"308",Kommune,afbc50e6-bb92-4bb4-bcdb-fc83e1e7e444,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5433",,"58756"
"309",Kommune,d60c476a-7e36-4675-8ef5-218cf8c0e3d0,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1554",,"66917"
"310",Kommune,f683728d-d5e1-49f3-80d4-23f2f0c9e61f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5044",,"45071"
"311",Kommune,91b6bbc7-e889-43cc-85ac-f6a2b9b47d39,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5037",,"84834"
"312",Kommune,7b69ba4e-a8c8-4013-8aa5-751f0f1d176c,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5056",,"100701"
"313",Kommune,d6e4101e-5c40-40e5-b7b3-1e3c00af3d4b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4628",,"47771"
"314",Kommune,98ba7f4f-4600-4702-b96a-54fb34d8ab6e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1839",,"47826"
"315",Kommune,cff75a78-ffd4-4148-b59e-a1e4e87f6819,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5420",,"28516"
"316",Kommune,98f11f45-4ebe-4e54-9dd5-cb9bebf81cda,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1828",,"46254"
"317",Kommune,6f5440e1-0690-4c54-82b5-568b397dd87b,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1151",,"71703"
"318",Kommune,d509d684-84c1-4fdb-a2c4-639dbd55df9e,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1811",,"50807"
"319",Kommune,886dd687-f7a3-448d-99b5-783b741646cb,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3807",,"101798"
"320",Kommune,53c0ceb8-8279-4de2-af36-16c11c871485,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3022",,"90870"
"321",Kommune,74273193-b926-40e1-959e-e02c3942dc81,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"3021",,"133861"
"322",Kommune,c7613671-a3c0-4a17-9f42-8450ce7b0df4,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5026",,"50549"
"323",Kommune,75642bdd-fd9e-45d9-b9f2-f47432738fed,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"1516",,"118331"
"324",Kommune,8151c0e9-5926-44dc-93d4-8a47144c0d1f,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"5404",,"72857"
"325",Kommune,adf34999-9830-4695-a2bd-8eadb7cb0043,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20200207000000",,,"4625",,"86642"
"326",Kommune,23c8a246-2a22-4217-bc32-519e97b45f00,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20000630000000",,,"3040",,"109383"
"327",Kommune,1f772d03-781f-41ba-9532-348fec03cd17,https://data.geonorge.no/sosi/administrativeenheter,"4.2",,"20190301000000",,,"3030",,"116207"
